nom;ville
Centre de vaccination éphémère de Saint Paul les Dax;Saint-Paul-lès-Dax
Centre d'Artix;Artix
Centre de vaccination - SADIRAC - Salle Cabralès;Sadirac
Centre de vaccination de Tartas;Tartas
Centre de vaccination de Salies-de-Béarn;Salies-de-Béarn
Centre de vaccination Jarnac (SDIS 16);L'Isle-d'Espagnac
Centre de vaccination éphémère de MONFORT;Montfort-en-Chalosse
centre de vaccination de Bedous;Bedous
Centre éphémère CC ORTHE et ARRIGANS;Pouillon
Centre de vaccination - Objat;Objat
MSP RAUCOURT-ET-FLABA;Raucourt-et-Flaba
Centre de vaccination de Jaunay-Marigny;Jaunay-Marigny
CDV31 Rieumes;Rieumes
Relais Ambulatoire Vaccination - MSP L'Etoile - Poissy;Poissy
CHAUMONT-PORCIEN;Chaumont-Porcien
Relais Ambulatoire Vaccination - MSP L'Etoile - Chambourcy;Chambourcy
CH Alès;Alès
MSP SAINT CHELY D'APCHER - Maison des services;Le Malzieu-Ville
Maison de santé pluridisciplinaire de Villefranche-du-Périgord ;Villefranche-du-Périgord
Centre de vaccination Mauroux;Mauroux
MSP de Gençay;Gençay
CH Carcassonne;Carcassonne
Association de coordination et d'appui sanitaire - CPTS Coeur d'Yvelines;Neauphle-le-Château
CPTS des Collines de Valbonne - Site MSP Roquefort Les Pins - Salle Charvet;Roquefort-les-Pins
Maison Medicale de garde de Carcassonne;Carcassonne
Clinique du Sidobre;Castres
Centre de vaccination Sélestat -Les Tanzmatten ;Sélestat
CH Montauban;Montauban
Centre éphémère Maison de quartier du Ruisseau;Les Avirons
Centre FOCH;Perpignan
VITRE - Parc expo;Vitré
CH Figeac;Figeac
Centre de vaccination Covid 19 - CHRU Nancy – Brabois (réservé aux enfants de 5 à 11 ans);Vandœuvre-lès-Nancy
Centre de vaccination - MSP Crévecoeur le Grand;Crèvecœur-le-Grand
Centre de vaccination de Vergèze;Vergèze
CH EVAUX LES BAINS;Évaux-les-Bains
CDV31 Cornebarrieu;Cornebarrieu
PLOERMEL - CH;Ploërmel
Centre de vaccination Pont-Saint-Esprit;Pont-Saint-Esprit
CDV31 Labastide Saint Sernin;Labastide-Saint-Sernin
CDV31 Revel;Revel
CDV31 Montréjeau;Montréjeau
CDV31 Labarthe sur Lèze;Labarthe-sur-Lèze
CDV31 Salies du Salat;Salies-du-Salat
Centre de vaccination - CPTS des 7 villes, Salle Brossolette;Wattrelos
MONTPELLIER Centre municipal le Polygone;Montpellier
CDV31 Toulouse Bourbaki;Toulouse
Centre ambulatoire IDE de Mothern ;Mothern
CDV31 Saint Lys;Saint-Lys
Lieu de vaccination de COMMERCY (salle du Marlat);Commercy
CDV31 CHU Toulouse La Grave;Toulouse
CDV31 CHU Toulouse Purpan;Toulouse
CDV31 CHU Toulouse Rangueil;Toulouse
Centre de Vaccination Ephémère de Vaires-sur-Marne;Vaires-sur-Marne
Centre de vaccination Ephémère de Cesson ;Cesson
CDV31 Toulouse Limayrac;Toulouse
Lieu de vaccination de Revigny sur Ornain (ancien Netto);Revigny-sur-Ornain
CDV31 Saint Béat;Saint-Béat-Lez
CDV31 Villemur sur Tarn;Villemur-sur-Tarn
CDV31 Auterive;Auterive
CDV31 Toulouse Niel;Toulouse
CDV31 Carbonne;Carbonne
CDV31 Cazères;Cazères
Salle d'animation NOGARO;Nogaro
MSP ASCLEPIOS - CAZILHAC;Cazilhac
Salle Pierre de Montesquiou  CONDOM;Condom
CPTS du Grand Gaillacois - centre de vaccination mairie de Gaillac - salle des Mariages;Gaillac
Opération Ephémère de Vaccination CCial Val d'Europe ;Serris
Centre d'examens de santé;Toulon
Centre de vaccination Clinique Toulouse Lautrec;Albi
CDV31 Ramonville Saint Agne;Ramonville-Saint-Agne
Salle des Cordeliers AUCH;Auch
CDV31 Saint Gaudens;Saint-Gaudens
Centre de Vaccination La Tranche Sur Mer - Salle de l'Aunis;La Tranche-sur-Mer
CDV31 Gragnague;Gragnague
Centre de vaccination de Graulhet - Le Forum;Graulhet
Centre de vaccination - CH de Tourcoing;Tourcoing
CENTRE DE VACCINATION INTERCOMMUNAL -ST-MEDARD-EN-JALLES;Saint-Médard-en-Jalles
MSP FLORAC;Florac Trois Rivières
Centre de vaccination « SuperMAN » ;Nancy
Centre de vaccination - Limogne;Limogne-en-Quercy
Salle polyvalente VIC-FEZENSAC;Vic-Fezensac
Salle des fêtes MASSEUBE;Masseube
Centre éphémère Gymnase Denis Pothin ;Les Trois-Bassins
Centre de vaccination de La Balme-de-Sillingy  - HALLE DES SPORTS;La Balme-de-Sillingy
CDV31 - CHU Toulouse Larrey;Toulouse
CH SAINT-AFFRIQUE;Saint-Affrique
"Relais Ambualtoire Vaccination -	MSP au fil de l’eau";Pantin
Relai ambulatoire de vaccination - cabinet infirmier Gris;La Mulatière
Centre de Vaccination de Saint Chély d'Apcher;Saint-Chély-d'Apcher
CH Auch;Auch
Polyclinique Le Languedoc;Narbonne
Centre de vaccination COVID Albertville-Salle Pierre du Roy ;Albertville
Centre de vaccination Uzès;Uzès
Centre de vaccination du CH de Saint Marcellin;Saint-Marcellin
MSP SOUSCEYRAC;Sousceyrac-en-Quercy
Service prévention vaccination;Auch
Centre de Vaccination Ephémère de Dammarie-les-lys;Dammarie-les-Lys
Centre de vaccination La Prairie;Alès
Centre MSP de Pont-Saint-Esprit;Pont-Saint-Esprit
Centre Alès Fil;Alès
"Relais Ambulatoire Vaccination -	MSP Miriam Makeba de Bobigny";Bobigny
Centre MSP Le Jardin des Orantes;Le Vigan
GHEF-site CH Coulommiers;Coulommiers
CV éphémère - Saint Géry;Saint Géry-Vers
MA - US DE LA MAISON D'ARRET DE NIMES / Maison d'Arrêt de Nîmes;Nîmes
CP - USMP / Centre Pénitentiaire de Perpignan;Perpignan
MA - US  Albi / Maison d'Arrêt d'Albi;Albi
Centre de vaccination COVID BELLEGARDE - TERRE D'ARGENCE;Bellegarde
Centre de vaccination éphémère de LA FERTE VIDAME;La Ferté-Vidame
CDV31 Equipe mobile SDIS31 Vaccibus;Colomiers
CH Castres;Castres
Centre de vaccination St Ambroix de Cèze Cévennes;Saint-Ambroix
CP - Centre Hospitalier de Beauvais / Centre pénitentiaire de Beauvais;Beauvais
CHSF;Corbeil-Essonnes
Centre de vaccination Domec Carcassonne;Carcassonne
CV ephémère Castelnau Montratier;Castelnau Montratier-Sainte Alauzie
Centre de vaccination Villers-lès-Nancy Sainte Thérèse;Villers-lès-Nancy
Centre de vaccination éphémère - ESPERE;Espère
CENTRE DE VACCINATION - MAIRIE DE MONTPELLIER ;Montpellier
CLERMONT L'HERAULT Centre Hospitalier;Clermont-l'Hérault
CHRDS Neuilly;Neuilly-sur-Seine
CDV31 Blagnac Andromède;Blagnac
Centre éphémère SDIS 82;Montauban
Centre de vaccination du narbonnais;Narbonne
Centre de Vaccination Trespoux ;Trespoux-Rassiels
Centre de vaccination Lacapelle-Marival;Lacapelle-Marival
équipe mobile croix-rouge;La Roche-sur-Yon
Centre de vaccination - REZE - MSP Loire et Sèvre;Rezé
Centre de vaccination éphémère de BAILLEAU L'EVEQUE;Bailleau-l'Évêque
Centre de grande capacité de Castelsarrasin;Castelsarrasin
Centre de vaccination - SAINT PHILBERT de GRAND LIEU - Salle des Marais;Montbert
Centre de vaccination d'Eauze;Eauze
Centre de vaccination SDIS de Buxerolles;Buxerolles
Centre de vaccination - CC de l'Aillantais;Montholon
Centre de Vaccination - SAINT-CALAIS - La Maladrerie;Saint-Calais
La Charité Sur Loire - Salle des Fêtes;La Charité-sur-Loire
Polyclinique Saint Roch;Montpellier
Centre de vaccination éphémère de Mauguio;Mauguio
Centre de Vaccination - Château-Gontier - Saint Fiacre;Château-Gontier-sur-Mayenne
Centre de Vaccination - NORT SUR ERDRE - Complexe Marie-Amélie le Fur;Nort-sur-Erdre
Centre de vaccination COVID - Terres de Montaigulia;Montaigu-Vendée
Centre de vaccination COVID -Luçon - Espace Plaisance;Luçon
Centre de vaccination - MAMERS - CHICAM;Mamers
Centre de vaccination éphémère de HANCHES;Hanches
Chatillon-sur-Seine salle Luc Schreder (gymnase);Châtillon-sur-Seine
 Centre Vaccination Covid-19 - Ile des enfants;Saumur
Centre de Vaccination - MESLAY DU MAINE - Salle Socioculturelle;Meslay-du-Maine
Centre de vaccination COVID - NOIRMOUTIER - Espace Hubert Poignant;Noirmoutier-en-l'Île
Centre de vaccination COVID - ILE D'YEU - Hôpital Dumonté;L'Île-d'Yeu
Centre Vaccination PIGNANS;Pignans
Centre de vaccination COVID - CHALLANS - Salles Louis-Claude Roux;Challans
Centre de vaccination COVID - FONTENAY LE COMTE - Salle des OPS;Fontenay-le-Comte
Centre de vaccination  - LA FERTE-BERNARD - Synergie Parc;La Ferté-Bernard
Centre de vaccination COVID - LES SABLES D'OLONNE - Olonnespace;Les Sables-d'Olonne
Le Carré d'Or;Perpignan
Centre de vaccination - SAVENAY - Couvent des Cordeliers;Savenay
Centre de Vaccination - LE MANS- Ouest;Le Mans
Centre de Vaccination - SAINT NAZAIRE - Centre d'examen de Santé;Saint-Nazaire
Centre de Vaccination - ANGERS - Les Greniers St Jean;Angers
Centre Vaccination St Laurent du Var - Ancienne école Djibouti;Saint-Laurent-du-Var
Salle André BEAUDRAN à MIRANDE;Mirande
Relai ambulatoire Marckolsheim;Marckolsheim
Centre de vaccination - MACHECOUL -mairie annexe  de St Même Le Tenu;Machecoul-Saint-Même
Centre de vaccination - PORNIC - Salle Polyvalente Béziers;Pornic
Centre de vaccination - MONTBIZOT;Montbizot
Centre de vaccination - Communauté de Communes Osartis-Marquion (Ecole Maternelle Elsa Triolet);Vitry-en-Artois
Centre de Vaccination - LA SUZE-SUR-SARTHE - Salle des fêtes;La Suze-sur-Sarthe
Centre de Vaccination - CHANGÉ- Sud-Est Manceau;Changé
Centre de Vaccination - SAINT-HILAIRE DE RIEZ - Espace Jean Gaillardon;Saint-Hilaire-de-Riez
CENTRE DE VACCINATION MODULAIRE SDIS 05;Gap
Centre de vaccination - COULAINES - Espace Culturel Henri Salvador;Coulaines
Centre de vaccination - PONT CHATEAU - Gymnase du Landas;Pontchâteau
Centre de vaccination - SAINT MARS LA BRIERE - Salle des Chataigners;Saint-Mars-la-Brière
CENTRE DE VACCINATION SSTRN NANTES;Nantes
Centre de vaccination Intercommunal Montesquieu - La Brède;La Brède
Jardin Albert 1er Théatre de Verdure;Nice
CHI Digne les Bains;Digne-les-Bains
Centre de vaccination  du Tampon ;Le Tampon
Centre vaccination LORGUES;Lorgues
Centre de vaccination - LAIGNE EN BELIN - Salle polyvalente la Bélinoise;Laigné-en-Belin
Centre de vaccination de Saint-André ;Saint-André
"Centre de vaccination ""grand public"" Senonches";Senonches
Centre de vaccination pédiatrique - Théâtre de Caen;Caen
Centre de vaccination - CPTS Littoral en Nord, Maison de Quartier de la Basse Ville;Dunkerque
Centre de vaccination de Ribeauvillé - Gymnase;Ribeauvillé
Centre de vaccination - CPTS Littoral en Nord, Salle Clairginet;Dunkerque
Ste-Geneviève-des-Bois CVA;Sainte-Geneviève-des-Bois
CDV31 Vaccibus Auterive;Auterive
centre de vaccination du genevois - Valleiry;Valleiry
Equipe mobile CRF - 94 ;Créteil
Centre de Poissy;Poissy
Centre de vaccination COVID - AIX LES BAINS;Aix-les-Bains
Centre de vaccination COVID 19 : site des Makes;Saint-Louis
CV de claira;Claira
Centre de vaccination intercommunal Velaux - Ventabren - La Fare les Olivierss - Eguilles - Coudoux;Ventabren
Equipe mobile Tain l'Hermitage;Tain-l'Hermitage
Maison des Associations Antibes;Antibes
APF NEVERS;Nevers
Centre de vaccination Auch (Ancien GIFI);Auch
Centre de vaccination  Sel-et-Vermois - Salle du Chapitre à l’Espace Prieuré;Varangéville
Centre de vaccination - stade Groupama stadium;Décines-Charpieu
CHIC des Andaines - site de Domfront;Domfront en Poiraie
Centre de vaccination pédiatrique de Créteil;Créteil
Centre de vaccination pédiatrique du 15e - Hôpital Necker;Paris
EMD Créteil ;Créteil
Mairie du 10e + annexe Richerand;Paris
Centre de vaccination - CH Chauny;Chauny
Centre de vaccination COVID 19 CPAM Haute-Savoie;Annecy
Saint-Maixent-L'Ecole - Hall denfert;Saint-Maixent-l'École
Mairie de l'Escarène;L'Escarène
ESAJ - La Seyne sur Mer;La Seyne-sur-Mer
Centre de vaccination CPAM Rhône;Lyon
Centre vaccination Craponne ;Craponne-sur-Arzon
Centre de vaccination de la CPTS Vignes et Calanques pour les communes de La Ciotat, Ceyreste, Cassis, Roquefort la Bédoule, Carnoux en Provence.;La Ciotat
Centre de vaccination – Maison Pour Tous – Mairie de Contes;Contes
Centre de vaccination - Hénin Beaumont- Salle Polonia - Espace Lumière;Hénin-Beaumont
Centre commercial Carrefour le Merlan;Marseille
Pôle de santé des Flamants - CD 13;Marseille
Pôle de santé Aubagne CD 13;Aubagne
CPTS des Collines (Allauch-Plan-de-Cuques) ;Allauch
Centre de vaccination mobile de la CPTS Venissieux Saint-Fons,;Saint-Fons
CEGIDD St Adrien CD 13;Marseille
Equipe mobile Département 06;Nice
Equipe mobile Métropole Nice Côte d'Azur;Nice
Centre de vaccination de la Mairie des 15e et 16e arrondissement de Marseille;Marseille
Centre de vaccination - GOURIN;Gourin
CP - USP- Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer (CHITS) / Centre Pénitentiaire de Toulon-La Farlède;La Farlède
MA - US Draguignan / Maison d'arrêt de Draguignan;Draguignan
Centre sportif J-J Marcel;Brignoles
AGDE Centre de vaccination HOPITAL D'AGDE;Agde
Palais des expositions;Nice
HIA Sainte-Anne;Toulon
Centre vaccination COTIGNAC - Caserne des Pompiers;Cotignac
Centre de vaccination de PLAN d'AUPS - Maison de Pays;Plan-d'Aups-Sainte-Baume
Centre vaccination PUGET-VILLE - Caserne des Pompiers;Puget-Ville
Centre de Vaccination de RIANS - Caserne des Pompiers;Rians
Centre de vaccination de SALERNES;Salernes
Centre de Vaccination de FAYENCE;Fayence
Vaccinobus des Hautes-Alpes;Gap
Centre Vaccination Toulon Ouest - ZENITH LIVE;Toulon
Centre Municipal de Santé de L'Hay Les Roses;L'Haÿ-les-Roses
Vaccinobus des  Alpes-de Haute-Provence;Digne-les-Bains
Centre de vaccination du Lavandou;Le Lavandou
Palais NIKAIA;Nice
Centre de Vaccination de CUERS;Cuers
Centre de Vaccination de Bormes-les-Mimosas;Bormes-les-Mimosas
Centre de Santé Fondation John Bost;La Force
Centre de Vaccination Sainte Musse;Toulon
Centre de Vaccination de SIX FOURS;Six-Fours-les-Plages
Centre mobile de vaccination SDIS 04;Digne-les-Bains
Centre Vaccination Sollies Pont;Solliès-Pont
Centre vaccination Hôpital Clémenceau;La Garde
Centre vaccination Cavalaire;Cavalaire-sur-Mer
Centre Vaccination La Roquebrussanne;La Roquebrussanne
Centre Vaccination de Ollioules;Ollioules
CV de Toulouges;Toulouges
Centre Vaccination Avignon ;Avignon
Salle polyvalente ;Roumoules
CPTS Buech Dévoluy;Veynes
Centre vaccination LOUHANS/BRANGES - Groupe scolaire Jean Vial;Louhans
Centre Vaccination CARCES;Carcès
Centre vaccination la Valette;La Valette-du-Var
Centre vaccination Le Val;Le Val
Centre de vaccination de Nans les Pins;Nans-les-Pins
La maison du Peuple;Saint-Zacharie
Centre de Vaccination COVID SDIS84 - Professionnels prioritaires;Avignon
Centre Vaccination SANARY;Sanary-sur-Mer
Centre de Vaccination du Groupement EST : Vaccin EST;Fréjus
Centre de vaccination territorial Centre Val d’Oise Plaine Vallée – Enghien-Montmorency;Enghien-les-Bains
Ecoparc Mougins;Mougins
Centre Marnais de Promotion de la Santé;Reims
Centre de vaccination du territoire de Longwy;Longlaville
Equipe Mobile de Vaccination de la Protection Civile;Pantin
Centre de vaccination RESAL;Besançon
Centre de vaccination éphémère Sainte-Geneviève des Bois;Sainte-Geneviève-des-Bois
Centre de vaccination de Toul;Toul
Salle associative – Centre de vaccination;L'Isle-d'Abeau
Centre de vaccination - centre médico-social de St Barth;SAINT-BARTHELEMY
Centre de vaccination - Pôle privé des cliniques d'Amiens;Amiens
Centre de vaccination - CHU Lille ;Loos
Centre de vaccination - HOPITAL PRIVÉ LE BOIS;Lille
POUILLY-EN-AUXOIS MSP;Pouilly-en-Auxois
Centre de vaccination du centre de Santé Allo Médical Caraïbes ;Sainte-Anne
Relai ambulatoire de vaccination de la commune de Larnas;Larnas
SDIS 976;Mamoudzou
centre de vaccination éphémère Le Vigan;Le Vigan
Centre Case de Terrain de Sel;La Possession
Centre de vaccination de Sommières;Sommières
Centre de vaccination CPAM du Gard;Nîmes
Relai ambulatoire - La Grande Pharmacie Cusset;Villeurbanne
Centre du CH Bligny;Fontenay-lès-Briis
Centre de Vaccination CH Ribérac;Ribérac
Centre vaccination Quai Lunel;Nice
RETIERS - Salle polyvalente;Retiers
Relai ambulatoire de Fontbellon;Saint-Étienne-de-Fontbellon
Centre de vaccination -Hôpital Edouard Herriot-HCL;Lyon
Centre hospitalier de Saint-Aignan;Saint-Aignan
Equipe mobile vaccination Croix-Rouge Française du Val-de-Marne;Limeil-Brévannes
Centre de Vaccination - LE MANS- Jean Moulin;Le Mans
Centre de vaccination de Lavaur - Halle d'Occitanie;Lavaur
Centre de vaccination O’Parinor ;Aulnay-sous-Bois
Centre de vaccination Clinique Saint François;Haguenau
Relai ambulatoire - MSP le clos Caroline;Villeurbanne
Centre de Vaccination Miramas Saint-Chamas - Salle des fêtes de Miramas;Miramas
Centre de vaccination de Saint-Denis - NORDEV - Parc des expositions;Saint-Denis
CH Louis Mourier;Colombes
MONTPELLIER Centre vaccination à la Clinique du Millénaire;Montpellier
Decize - Salle Theodore GERARD;Decize
Centre de vaccination AUTUN - Salle l'Hexagone;Autun
Centre de vaccination  Vitrolles - Espace Mandela;Vitrolles
Centre de vaccination d'Epinac - Maison Syndicale;Épinac
Centre départemental de dépistage et de soins - site de Garges-lès-Gonesse;Garges-lès-Gonesse
Centre de vaccination de Guebwiller ;Guebwiller
Equipe mobile salle des fêtes;Cléon-d'Andran
Centre de vaccination Guillestrois-Queyras;Guillestre
MAIRIE / CH Vaison;Vaison-la-Romaine
GIGNAC CENTRE DE VACCINATION;Gignac
Centre de vaccination d'Eragny - CC Art de Vivre;Éragny
Centre de vaccination - Ville de HAM, Salle des Fêtes Esplanade du Château;Ham
Centre de vaccination de Vélizy-Villacoublay;Vélizy-Villacoublay
Centre de vaccination - Zénith de Lille ;Lille
Centre de vaccination d'Arthez de Béarn;Arthez-de-Béarn
Centre de vaccination - CH de Jean Leclaire de Sarlat;Sarlat-la-Canéda
Centre de vaccination du CH SUD-CHARENTE;Barbezieux-Saint-Hilaire
CENTRE COVID EST LA GRANDE MOTTE;La Grande-Motte
Centre de vaccination de Audun-le-Roman  (salle Aragon);Audun-le-Roman
Centre de vaccination Châteauneuf;Châteauneuf-sur-Charente
Grand centre 21;Dijon
Centre de vaccination de Décines -Charpieu - Parc des sports Raymond Troussier;Décines-Charpieu
Centre de Vaccination des Mauges à Beaupréau;Beaupréau-en-Mauges
Centre vaccination IKEA;La Valette-du-Var
Centre de Vaccination de Sigean;Sigean
Centre Vaccination - GHSA - Site Vouziers;Vouziers
Centre de vaccination - Communauté Communes du Pays Noyonnais,  Campus Economique Inovia;Noyon
Centre de vaccination - CPTS Grand Amiens;Pont-de-Metz
Clinique de Vitrolles;Vitrolles
Centre de Vaccination - BAUGE - René d'Anjou;Baugé-en-Anjou
Centre de vaccination - Hôpital Privé Le Bois, Hippodrome Marcq-en-Baroeul;Marcq-en-Barœul
Centre de vaccination - CPTS HAUTMONT;Hautmont
Centre de vaccination - Clinique Sainte Marie (GHICL) ;Cambrai
Relai ambulatoire de vaccination - MSP Cléon d'andran;Cléon-d'Andran
Centre départemental de vaccination;Agen
CES Agen;Boé
Hop. privé A. Tzanck- Mougins Sophia Antipolis;Mougins
FOUGERES - Espace Aumaillerie;La Selle-en-Luitré
Communauté d'agglomération Saint-Germain Boucle de la Seine;Saint-Germain-en-Laye
Centre de Vaccination éphémère BASE DE LOISIRS DE TORCY ;Vaires-sur-Marne
CANCALE - Salle Cancaven;Cancale
Centre de vaccination - CPTS de la Marque, Clinique de Villeneuve d'Ascq;Villeneuve-d'Ascq
Centre de vaccination de Sartrouville;Sartrouville
Centre de vaccination - Maison de Santé de L'Abbaye de Breteuil;Breteuil
Centre de vaccination GHER;Saint-Benoît
Centre de vaccination Terres de Haute Charente;Terres-de-Haute-Charente
Ville de Boulogne Billancourt;Boulogne-Billancourt
Centre de vaccination public;Tours
Centre de vaccination à destination des réfugiés Ukrainiens;Villeurbanne
CENTRE DE VACCINATION AMBULATOIRE ALFORTVILLE;Alfortville
CH André Grégoire de Montreuil ;Montreuil
Centre de vaccination  - Fondation Hopale, Kursaal;Berck
Communauté d'agglomération Versailles Grand Parc;Versailles
CENTRE RUEIL-MALMAISON;Rueil-Malmaison
ANGERVILLE CVA mobile - Salle polyvalente Guy BONIN;Angerville
CH SAINT-DENIS;Saint-Denis
CH RUFFEC;Ruffec
Centre Colbert Bâtiment - H-1 er étage;Châteauroux
Centre Hospitalier de Gonesse;Gonesse
VICTOR DUPOUY;Argenteuil
Communauté de communes du Pays Houdanais;Septeuil
MSP MAGNY EN VEXIN;Magny-en-Vexin
Centre de vaccination Grand Public;Bagnols-sur-Cèze
Centre de vaccination - Centre Hospitalier Simone Veil;Eaubonne
GHI Le raincy-Montfermeil;Montfermeil
Ville de Provins;Provins
Pôle santé publique 28 ;Chartres
Ville de Garches - Médiathèque Jacques GAUTIER;Garches
Ville de Chatenay-Malabry;Châtenay-Malabry
Ville de la Garenne Colombes;La Garenne-Colombes
Ville de Clichy la Garenne;Clichy
Ville d'Issy les Moulineaux;Issy-les-Moulineaux
Hôpital Victor Jousselin - RDC Bâtiment Maternité - Pôle santé publique 28;Dreux
Ville de Clamart;Clamart
CENTRE DE VACCINATION AMBULATOIRE DE CHAMPIGNY;Champigny-sur-Marne
CENTRE NOGENT SUR MARNE;Nogent-sur-Marne
Centre de vaccination - MSP Crécy en Ponthieu;Crécy-en-Ponthieu
Ville d'Asnières;Asnières-sur-Seine
CENTRE SAINT MAUR DES FOSSES;Saint-Maur-des-Fossés
Centre de vaccination CHU SUD;Saint-Pierre
CV Paris Centre;Paris
MAIRIE DU XVIII - CENTRE COVISAN;Paris
Centre médico-social de l'IRSA;Saint-Doulchard
Auberge Municipale ;Saint-Denis
Centre de vaccination Guillestrois - Opération Tous sur le Pont;Guillestre
MAISONS ALFORT;Maisons-Alfort
Jean Verdier AP-HP (Bondy);Bondy
Annexe du collège international ;Noisy-le-Grand
Centre Médical Europe;Paris
Collège Courbet ;Pierrefitte-sur-Seine
Mairie du XIVe ;Paris
Centre Vaccination Paris 7e - Gymnase Camou;Paris
Mail Pierre Charlot;Blois
Centre de vaccinations internationales Air France;Paris
Mairie - Salle Pierre Michel;Forcalquier
Centre de vaccination d'Ermont;Ermont
Centre de vaccination de Saint-Ouen - Salle des fêtes Barbara ;Saint-Ouen-sur-Seine
Centre municipal de santé - Salvaldor Allende ;La Courneuve
Centre de vaccination du 13e - Mairie du 13e;Paris
Complexe sportif des Blaquières;Grimaud
Igny CVA;Igny
Evry-CVAE Foyer Club ;Évry-Courcouronnes
Ville de Coulommiers;Coulommiers
Centre hospitalier Carnelle Portes de l'Oise ;Beaumont-sur-Oise
Le 104;Paris
Centre de vaccination territorial du Haut Val d'Oise;L'Isle-Adam
MSP Les Angles;Les Angles
Covax Ambu - bâtiment ancien service rhumatologie du CH de Perpignan;Perpignan
Centre de vaccination territorial Centre Val-d’Oise Plaine Vallée Saint-Brice-sous-Forêt ;Saint-Brice-sous-Forêt
Ville de Courbevoie;Courbevoie
Centre de vaccination Linandes-Cordeliers/site des Cordeliers;Pontoise
Ville de Saint Fargeau;Saint-Fargeau-Ponthierry
Communauté d'agglomération Rambouillet Territoires;Rambouillet
Ville de Montereau;Montereau-Fault-Yonne
 Ville de Pontault Combault;Pontault-Combault
Centre de vaccination - Centre Hospitalier René Dubos;Pontoise
Centre de vaccination - Ecole René Deschamps;Drancy
Centre de vaccination Linandes-Cordeliers/site des Linandes;Cergy
CENTRE VACCINATION CD78 (VELIZY, RA, FV, VACCYBUS);Versailles
CH Mas Careiron;Uzès
 ETAMPES CVAE Base de Loisirs;Étampes
EMV Barnum Bondy;Bondy
CES Amelot CPAM;Paris
EMV Croix-Rouge Val-de-Marne;Limeil-Brévannes
EMV Centre de vaccination internationale / CMI;Paris
ETRECHY CVA;Étréchy
EMV Pantin;Pantin
Ris-Orangis CVA;Ris-Orangis
Cerny CVA;Cerny
EMV Drancy;Drancy
Dourdan CVA;Dourdan
Centre de vaccination - centre d'examen de santé;Bobigny
EMV livry-Gargan;Livry-Gargan
EMV Saint-Ouen-sur-Seine;Saint-Ouen-sur-Seine
EMV Noisy-le-Grand (CD);Noisy-le-Grand
Centre de Vaccination éphémère  Thomery;Thomery
Equipe mobile – Conseil Départemental;Créteil
Centre de vaccination Nancy Hôtel de ville;Nancy
Ville de Gennevilliers;Gennevilliers
Ville d'Antony Bourg La Reine Sceaux;Antony
Communauté de communes Coeur d'Yvelines LES MESNULS;Les Mesnuls
Centre de vaccination - Hôtel de ville de Montreuil;Montreuil
Centre de vaccination - Bâtiment Charlotte Petit (Clichy-sous-Bois);Clichy-sous-Bois
Ville de Chatillon Malakoff;Châtillon
Centre de vaccination de Cergy;Cergy
Fleury CVA;Fleury-Mérogis
Centre Ephémère - Caserne Champerret;Paris
Centre de vaccination de SAINT CYR L'ECOLE (clos);Saint-Cyr-l'École
Espace Gabriel Lamé;Paris
Centre de Vaccination ambulatoire de Choisy-le-Roi;Choisy-le-Roi
Centre éphémère - Caserne Massena;Paris
Centre départemental de dépistage et de soins - site d'Argenteuil;Argenteuil
CH de Cayenne - délocalisé à l'ENCRE;Cayenne
Centre de vaccination de Dieuze;Dieuze
Centre de vaccination Mairie Paris 17;Paris
Centre éphémère - Caserne Ménilmontant;Paris
Centre de Vaccination Pompey Hartmann;Pompey
Mairie du 16e fermé;Paris
Epinay-sous-Sénart CVA;Épinay-sous-Sénart
EMV Jean Verdier;Bondy
EMV René Muret;Sevran
EMV Ballanger;Villepinte
Centre  de vaccination de Chatou;Chatou
Croix Rouge française;Besançon
EMV Avicennes;Bobigny
Centre de vaccination - Gymnase Guimier;Tremblay-en-France
centre de vaccination du CH d'Avallon;Avallon
Centre de vaccination Pean Auvers-sur-Oise;Auvers-sur-Oise
Centre de vaccination Franconville;Franconville
CV - Centre de Santé du Square de la Mutualité;Paris
Boutigny-sur-Essonne CVA  ;Boutigny-sur-Essonne
Ville de Chaville - Ville d'Avray - Sèvres;Chaville
Très grand centre du Stade de France;Saint-Denis
Centre de vaccination municipal Villiers-le-Bel;Villiers-le-Bel
Corbeil-Essonnes centre de vaccination;Corbeil-Essonnes
Centre de vaccination Rosny-sous-Bois (centre commercial Westfield-Rosny 2) ;Rosny-sous-Bois
Très grand centre SDIS  Disney;Chessy
Centre de vaccination de Trebes;Trèbes
Centre de Vaccination G. Tillion LE KREMLIN BICETRE;Le Kremlin-Bicêtre
Ville de Meudon;Meudon
Très grand centre Pole Leonard de Vinci;Courbevoie
Centres de vaccination GHIF Melun- site de Savigny le temple;Savigny-le-Temple
Mairie du 16e;Paris
Centre de vaccination de Dammartin-en-Goële;Dammartin-en-Goële
Centre de vaccination de Montigny-les-Cormeilles;Montigny-lès-Cormeilles
Centre de vaccination mobile ARS 78;Versailles
UMCRA Canet;Marseille
Centre de vaccination secondaire de Gonesse ;Gonesse
Centre de vaccination de SAINT-CYR-L'ECOLE;Saint-Cyr-l'École
Chilly-Mazarin CVA;Chilly-Mazarin
Centre de vaccination d'Herblay sur seine;Herblay-sur-Seine
Vaccidrive Villepinte;Villepinte
